# domain	code	models	message
H	0707220000020013	-	AMS H slot 3 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707220000020014	-	AMS H slot 3 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0707220000020015	-	AMS H slot 3 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0707220000020016	-	AMS H slot 3 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0707220000020017	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0707220000020018	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0707220000020019	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0707220000020020	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0707220000020021	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0707220000020022	-	AMS H slot 3 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0707220000020023	-	AMS H slot 3 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0707220000020024	-	AMS H slot 3 failed to rotate the filament spool when pulling filament back to AMS.
H	0707220000020025	-	AMS H slot 3 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0707220000030001	-	AMS H Slot 3 filament has run out. Please wait while old filament is purged.
H	0707220000030002	-	AMS H Slot 3 filament has run out and automatically switched to the slot with the same filament.
H	0707230000010081	-	Failed to read the filament information from AMS H slot 4. The AMS main board may be malfunctioning.
H	0707230000010082	-	Failed to read the filament information from AMS H slot 4. A third party RFID tag was detected.
H	0707230000010083	-	Failed to read the filament information from AMS H slot 4. The RFID tag may be damaged.
H	0707230000010084	-	Failed to read the filament information from AMS H slot 4. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	0707230000010085	-	Failed to read the filament information from AMS H slot 4. RFID tag verification failed. You can try to use Bambu Lab filament.
H	0707230000010086	-	Failed to read the filament information from AMS H slot 4. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	0707230000020001	-	AMS H Slot 4 filament has run out. Please insert a new filament.
H	0707230000020002	-	AMS H Slot 4 is empty; please insert a new filament.
H	0707230000020003	-	AMS H Slot 4's filament may be broken in AMS.
H	0707230000020004	-	AMS H Slot 4 filament may be broken in the tool head.
H	0707230000020005	-	AMS H Slot 4 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	0707230000020006	-	AMS H has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	0707230000020007	-	AMS H Slot 4 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	0707230000020008	-	AMS H Slot 4 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	0707230000020009	-	Failed to extrude AMS H Slot 4 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	070723000002000A	-	Failed to adjust the filament position of AMS H Slot 4. The filament or buffer may be stuck.
H	0707230000020010	-	AMS H slot 4 feeds filament out of AMS timeout.
H	0707230000020011	-	AMS H slot 4 pulls filament back to AMS timeout.
H	0707230000020012	-	AMS H slot 4 feeder unit motor is stalled, cannot rotate the spool.
H	0707230000020013	-	AMS H slot 4 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	0707230000020014	-	AMS H slot 4 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	0707230000020015	-	AMS H slot 4 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	0707230000020016	-	AMS H slot 4 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	0707230000020017	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	0707230000020018	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	0707230000020019	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	0707230000020020	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	0707230000020021	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	0707230000020022	-	AMS H slot 4 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	0707230000020023	-	AMS H slot 4 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	0707230000020024	-	AMS H slot 4 failed to rotate the filament spool when pulling filament back to AMS.
H	0707230000020025	-	AMS H slot 4 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	0707230000030001	-	AMS H Slot 4 filament has run out. Please wait while old filament is purged.
H	0707230000030002	-	AMS H Slot 4 filament has run out and automatically switched to the slot with the same filament.
H	0707250000020001	-	AMS H uses printer power for drying during loading/printing. For better drying performance, please connect a power adapter.
H	0707300000010001	-	The AMS H RFID 1 board has an error.
H	0707300000010004	-	Encryption chip failure
H	0707300000020002	-	The RFID-tag on AMS H Slot1 is damaged, or its content cannot be identified.
H	0707300000030003	-	RFID cannot be read because of a hardware or structural error.
H	0707310000010001	-	The AMS H RFID 2 board has an error.
H	0707310000010004	-	Encryption chip failure
H	0707310000020002	-	The RFID-tag on AMS H Slot2 is damaged, or its content cannot be identified.
H	0707310000030003	-	RFID cannot be read because of a hardware or structural error.
H	0707320000020002	-	The RFID-tag on AMS H Slot3 is damaged, or its content cannot be identified.
H	0707330000020002	-	The RFID-tag on AMS H Slot4 is damaged, or its content cannot be identified.
H	0707350000010001	-	The temperature and humidity sensor has an error. The chip may be faulty.
H	0707350000010002	-	AMS H The humidity sensor is disconnected, which may be due to poor connector contact.
H	0707400000020001	-	AMS H Filament buffer position signal lost: the cable or position sensor may be malfunctioning.
H	0707500000020001	-	AMS H communication is abnormal; please check the connection cable.
H	0707500000020002	-	AMS used for the current print is disconnected. Check the connection. Printing will resume automatically after reconnection.
H	0707550000010002	-	The PTFE tube is incorrectly connected between the toolhead and the buffer. Please connect the buffer's top to the right extruder and the bottom to the left extruder.
H	0707550000010003	-	AMS H was detected offline during the AMS initialization process.
H	0707550000010004	-	The binding between AMS H and the extruder is incorrect. Please run the AMS Setup.
H	0707560000030001	-	AMS H is undergoing dry cooling; please wait for it to cool down before operating.
H	0707600000020001	-	The AMS H Slot 1 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0707610000020001	-	The AMS H Slot 2 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0707620000020001	-	The AMS H Slot 3 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0707630000020001	-	The AMS H Slot 4 is overloaded. The filament may be tangled or the filament buffer may be stuck.
H	0707700000020001	-	Failed to pull out the filament from the extruder. Possible causes: clogged extruder or broken filament.
H	0707700000020001	A1,A1MINI,P2S,H2S,H2D	Failed to pull out the AMS H Slot 1 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0707700000020002	P2S,H2S,H2D	Failed to feed the AMS H Slot 1 filament into the Toolhead. Possible cause: filament or spool stuck.
H	0707700000020002	-	Failed to feed the filament into the toolhead. Possible cause: filament or spool stuck.
H	0707700000020003	-	Failed to extrude the filament. Possible cause: extruder or nozzle clog.
H	0707700000020004	A1,A1MINI,P2S,H2S,H2D	Failed to pull back the AMS H Slot 1 filament from the Toolhead. Possible cause: filament or spool stuck.
H	0707700000020004	-	Failed to pull back the filament from the toolhead to AMS. Possible cause: filament or spool stuck.
H	0707700000020005	-	Failed to feed the filament outside the AMS. Please clip the end of the filament flat and check to see if the spool is stuck.
H	0707700000020005	A1,A1MINI,P2S,H2S,H2D	Failed to feed the AMS H Slot 1 filament. Please trim the end of the filament and check if the spool is stuck.
H	0707700000020006	-	Timeout purging old filament. Possible cause: filament stuck or the extruder/nozzle clog.
H	0707700000020007	-	AMS filament ran out. Please put a new filament into the same slot in AMS and resume.
H	0707700000020008	-	Failed to get AMS mapping table; please select 'Resume' to retry.
H	0707710000020001	-	Failed to pull out the AMS H Slot 2 filament from the extruder. Possible cause: clogged extruder or broken filament inside the extruder.
H	0707710000020002	-	Failed to feed the AMS H Slot 2 filament into the Toolhead. Possible cause: filament or spool stuck.
